x den vel pres
0.000625 0.952435 0.128241 4.67041
0.001875 0.950138 0.134566 4.65464
0.003125 0.948024 0.140422 4.64009
0.004375 0.946212 0.145468 4.62759
0.005625 0.944381 0.150555 4.61502
0.006875 0.94255 0.155629 4.6025
0.008125 0.940728 0.160679 4.59006
0.009375 0.938907 0.165736 4.57764
0.010625 0.937088 0.170797 4.56523
0.011875 0.935272 0.175863 4.55285
0.013125 0.933456 0.180933 4.54048
0.014375 0.931642 0.186008 4.52813
0.015625 0.929829 0.191087 4.5158
0.016875 0.928018 0.19617 4.50349
0.018125 0.926208 0.201256 4.4912
0.019375 0.9244 0.206347 4.47893
0.020625 0.922594 0.21144 4.46668
0.021875 0.920789 0.216537 4.45445
0.023125 0.918986 0.221637 4.44225
0.024375 0.917185 0.22674 4.43006
0.025625 0.915386 0.231845 4.4179
0.026875 0.913589 0.236954 4.40577
0.028125 0.911794 0.242064 4.39365
0.029375 0.910001 0.247177 4.38156
0.030625 0.90821 0.252292 4.36949
0.031875 0.906421 0.257409 4.35744
0.033125 0.904634 0.262528 4.34542
0.034375 0.902849 0.267649 4.33342
0.035625 0.901066 0.272772 4.32145
0.036875 0.899286 0.277897 4.3095
0.038125 0.897507 0.283023 4.29757
0.039375 0.895731 0.288151 4.28567
0.040625 0.893957 0.29328 4.2738
0.041875 0.892186 0.298411 4.26194
0.043125 0.890417 0.303544 4.25012
0.044375 0.88865 0.308677 4.23831
0.045625 0.886885 0.313812 4.22654
0.046875 0.885123 0.318949 4.21478
0.048125 0.883363 0.324087 4.20305
0.049375 0.881606 0.329226 4.19135
0.050625 0.87985 0.334366 4.17967
0.051875 0.878098 0.339508 4.16802
0.053125 0.876347 0.34465 4.1564
0.054375 0.874599 0.349794 4.14479
0.055625 0.872854 0.354939 4.13322
0.056875 0.871111 0.360084 4.12167
0.058125 0.86937 0.365231 4.11014
0.059375 0.867632 0.370379 4.09864
0.060625 0.865896 0.375527 4.08717
0.061875 0.864163 0.380677 4.07572
0.063125 0.862433 0.385828 4.0643
0.064375 0.860704 0.390979 4.0529
0.065625 0.858979 0.396131 4.04153
0.066875 0.857255 0.401284 4.03018
0.068125 0.855534 0.406438 4.01886
0.069375 0.853816 0.411593 4.00756
0.070625 0.8521 0.416748 3.99629
0.071875 0.850387 0.421904 3.98505
0.073125 0.848676 0.427061 3.97383
0.074375 0.846968 0.432219 3.96264
0.075625 0.845263 0.437377 3.95147
0.076875 0.843559 0.442536 3.94033
0.078125 0.841859 0.447696 3.92921
0.079375 0.840161 0.452856 3.91812
0.080625 0.838465 0.458017 3.90705
0.081875 0.836772 0.463178 3.89601
0.083125 0.835082 0.468341 3.885
0.084375 0.833394 0.473503 3.87401
0.085625 0.831708 0.478666 3.86304
0.086875 0.830025 0.48383 3.8521
0.088125 0.828345 0.488995 3.84119
0.089375 0.826667 0.49416 3.8303
0.090625 0.824992 0.499325 3.81944
0.091875 0.823319 0.504491 3.8086
0.093125 0.821649 0.509658 3.79779
0.094375 0.819982 0.514825 3.78701
0.095625 0.818317 0.519992 3.77624
0.096875 0.816654 0.52516 3.76551
0.098125 0.814994 0.530329 3.7548
0.099375 0.813337 0.535498 3.74411
0.100625 0.811682 0.540667 3.73345
0.101875 0.81003 0.545837 3.72281
0.103125 0.80838 0.551008 3.7122
0.104375 0.806733 0.556178 3.70162
0.105625 0.805088 0.561349 3.69106
0.106875 0.803446 0.566521 3.68052
0.108125 0.801806 0.571693 3.67001
0.109375 0.800169 0.576865 3.65953
0.110625 0.798535 0.582038 3.64907
0.111875 0.796903 0.587211 3.63863
0.113125 0.795274 0.592385 3.62822
0.114375 0.793647 0.597558 3.61783
0.115625 0.792023 0.602733 3.60747
0.116875 0.790401 0.607907 3.59714
0.118125 0.788782 0.613082 3.58682
0.119375 0.787166 0.618258 3.57654
0.120625 0.785552 0.623433 3.56627
0.121875 0.78394 0.628609 3.55604
0.123125 0.782331 0.633785 3.54582
0.124375 0.780725 0.638962 3.53563
0.125625 0.779121 0.644139 3.52547
0.126875 0.77752 0.649316 3.51533
0.128125 0.775921 0.654494 3.50521
0.129375 0.774324 0.659672 3.49512
0.130625 0.772731 0.66485 3.48506
0.131875 0.77114 0.670029 3.47501
0.133125 0.769551 0.675207 3.46499
0.134375 0.767965 0.680386 3.455
0.135625 0.766381 0.685566 3.44503
0.136875 0.7648 0.690746 3.43508
0.138125 0.763222 0.695925 3.42516
0.139375 0.761646 0.701106 3.41526
0.140625 0.760072 0.706286 3.40539
