x den vel pres
0.000625 0.989638 0.0261063 4.43487
0.001875 0.987684 0.0310549 4.42262
0.003125 0.985818 0.0357949 4.41091
0.004375 0.984129 0.0400874 4.40033
0.005625 0.982391 0.0445114 4.38946
0.006875 0.98062 0.0490249 4.37838
0.008125 0.978832 0.0535878 4.36721
0.009375 0.97702 0.0582167 4.35589
0.010625 0.975187 0.0629068 4.34446
0.011875 0.973338 0.0676465 4.33293
0.013125 0.971475 0.0724275 4.32133
0.014375 0.969602 0.0772438 4.30966
0.015625 0.967719 0.0820909 4.29795
0.016875 0.965829 0.0869648 4.28621
0.018125 0.963933 0.0918621 4.27443
0.019375 0.962032 0.0967796 4.26263
0.020625 0.960127 0.101715 4.25082
0.021875 0.958219 0.106666 4.239
0.023125 0.956309 0.111631 4.22717
0.024375 0.954397 0.116609 4.21535
0.025625 0.952484 0.121598 4.20352
0.026875 0.950569 0.126598 4.1917
0.028125 0.948654 0.131607 4.17988
0.029375 0.946739 0.136626 4.16807
0.030625 0.944824 0.141652 4.15627
0.031875 0.942909 0.146686 4.14448
0.033125 0.940994 0.151727 4.13271
0.034375 0.939081 0.156774 4.12094
0.035625 0.937168 0.161827 4.1092
0.036875 0.935256 0.166885 4.09747
0.038125 0.933345 0.171949 4.08575
0.039375 0.931436 0.177018 4.07405
0.040625 0.929528 0.182091 4.06238
0.041875 0.927621 0.187168 4.05072
0.043125 0.925717 0.192249 4.03908
0.044375 0.923814 0.197335 4.02746
0.045625 0.921912 0.202423 4.01586
0.046875 0.920013 0.207515 4.00428
0.048125 0.918115 0.212611 3.99272
0.049375 0.91622 0.217709 3.98118
0.050625 0.914327 0.22281 3.96967
0.051875 0.912435 0.227914 3.95818
0.053125 0.910546 0.233021 3.94671
0.054375 0.908659 0.23813 3.93527
0.055625 0.906775 0.243241 3.92384
0.056875 0.904892 0.248354 3.91245
0.058125 0.903012 0.25347 3.90107
0.059375 0.901135 0.258588 3.88972
0.060625 0.899259 0.263708 3.87839
0.061875 0.897387 0.26883 3.86709
0.063125 0.895516 0.273953 3.85581
0.064375 0.893648 0.279079 3.84455
0.065625 0.891783 0.284206 3.83332
0.066875 0.88992 0.289334 3.82212
0.068125 0.88806 0.294464 3.81094
0.069375 0.886202 0.299596 3.79978
0.070625 0.884347 0.304729 3.78865
0.071875 0.882494 0.309864 3.77754
0.073125 0.880645 0.315 3.76646
0.074375 0.878797 0.320137 3.75541
0.075625 0.876953 0.325276 3.74437
0.076875 0.875111 0.330415 3.73337
0.078125 0.873271 0.335556 3.72239
0.079375 0.871435 0.340699 3.71143
0.080625 0.869601 0.345842 3.7005
0.081875 0.867769 0.350986 3.6896
0.083125 0.865941 0.356132 3.67872
0.084375 0.864115 0.361278 3.66786
0.085625 0.862292 0.366425 3.65703
0.086875 0.860472 0.371574 3.64623
0.088125 0.858654 0.376723 3.63545
0.089375 0.856839 0.381873 3.6247
0.090625 0.855027 0.387024 3.61397
0.091875 0.853218 0.392176 3.60327
0.093125 0.851411 0.397329 3.59259
0.094375 0.849607 0.402483 3.58194
0.095625 0.847806 0.407637 3.57131
0.096875 0.846008 0.412792 3.56071
