x den vel pres
0.000625 1 8.85105e-14 3.5
0.001875 1 1.59634e-13 3.5
0.003125 1 3.13944e-13 3.5
0.004375 1 6.43933e-13 3.5
0.005625 1 1.37208e-12 3.5
0.006875 1 2.94886e-12 3.5
0.008125 1 6.33721e-12 3.5
0.009375 1 1.35773e-11 3.5
0.010625 1 2.89576e-11 3.5
0.011875 1 6.14421e-11 3.5
0.013125 1 1.29651e-10 3.5
0.014375 1 2.71948e-10 3.5
0.015625 1 5.66709e-10 3.5
0.016875 1 1.17264e-09 3.5
0.018125 1 2.40806e-09 3.5
0.019375 1 4.90509e-09 3.5
0.020625 1 9.90569e-09 3.5
0.021875 1 1.98231e-08 3.5
0.023125 1 3.92924e-08 3.5
0.024375 1 7.7109e-08 3.5
0.025625 1 1.49753e-07 3.5
0.026875 1 2.87699e-07 3.5
0.028125 1 5.46538e-07 3.5
0.029375 1 1.02623e-06 3.5
0.030625 0.999999 1.90386e-06 3.5
0.031875 0.999998 3.48831e-06 3.49999
0.033125 0.999997 6.30964e-06 3.49999
0.034375 0.999995 1.1262e-05 3.49998
0.035625 0.999991 1.9827e-05 3.49996
0.036875 0.999984 3.44131e-05 3.49992
0.038125 0.999973 5.88576e-05 3.49987
0.039375 0.999955 9.91446e-05 3.49978
0.040625 0.999926 0.000164395 3.49964
0.041875 0.999879 0.000268173 3.49941
0.043125 0.999806 0.000430133 3.49905
0.044375 0.999694 0.00067796 3.4985
0.045625 0.999526 0.0010495 3.49768
0.046875 0.99928 0.00159488 3.49647
0.048125 0.998926 0.00237806 3.49474
0.049375 0.998431 0.00347605 3.49231
0.050625 0.997759 0.0049659 3.48902
0.051875 0.996902 0.00686583 3.48483
0.053125 0.995873 0.00915152 3.47979
0.054375 0.994684 0.0117931 3.47398
0.055625 0.993351 0.0147585 3.46746
0.056875 0.991888 0.0180144 3.46032
0.058125 0.990313 0.0215273 3.45262
0.059375 0.988639 0.0252649 3.44446
0.060625 0.98688 0.0291966 3.43588
0.061875 0.985049 0.0332949 3.42696
0.063125 0.983158 0.037535 3.41775
0.064375 0.981216 0.041895 3.40831
0.065625 0.979233 0.0463565 3.39867
0.066875 0.977215 0.0509033 3.38886
0.068125 0.975168 0.055522 3.37893
0.069375 0.973098 0.0602016 3.36889
0.070625 0.971008 0.0649325 3.35877
0.071875 0.968903 0.0697073 3.34858
0.073125 0.966786 0.0745193 3.33834
0.074375 0.964657 0.0793635 3.32806
0.075625 0.962521 0.0842352 3.31774
0.076875 0.960378 0.0891309 3.3074
0.078125 0.958229 0.0940473 3.29705
0.079375 0.956077 0.0989815 3.28669
0.080625 0.953922 0.103932 3.27632
0.081875 0.951764 0.108896 3.26595
0.083125 0.949604 0.113874 3.25558
0.084375 0.947444 0.118863 3.24521
0.085625 0.945283 0.123863 3.23485
0.086875 0.943121 0.128873 3.2245
0.088125 0.94096 0.133891 3.21416
0.089375 0.938799 0.138918 3.20383
0.090625 0.936639 0.143952 3.19352
0.091875 0.934479 0.148993 3.18321
0.093125 0.932322 0.15404 3.17293
0.094375 0.930165 0.159093 3.16266
0.095625 0.92801 0.164152 3.15241
0.096875 0.925857 0.169216 3.14217
0.098125 0.923706 0.174285 3.13196
0.099375 0.921557 0.179359 3.12176
0.100625 0.919411 0.184436 3.11158
0.101875 0.917266 0.189518 3.10143
0.103125 0.915124 0.194604 3.09129
0.104375 0.912985 0.199693 3.08118
0.105625 0.910848 0.204785 3.07109
0.106875 0.908714 0.209881 3.06102
0.108125 0.906582 0.214979 3.05097
0.109375 0.904453 0.220081 3.04095
0.110625 0.902328 0.225185 3.03095
0.111875 0.900205 0.230292 3.02097
0.113125 0.898085 0.235401 3.01101
0.114375 0.895968 0.240512 3.00108
0.115625 0.893854 0.245626 2.99117
0.116875 0.891743 0.250742 2.98129
0.118125 0.889636 0.25586 2.97143
0.119375 0.887531 0.260981 2.96159
0.120625 0.88543 0.266103 2.95178
0.121875 0.883332 0.271226 2.94199
0.123125 0.881237 0.276352 2.93223
0.124375 0.879146 0.281479 2.92249
0.125625 0.877057 0.286608 2.91278
0.126875 0.874973 0.291739 2.90309
0.128125 0.872891 0.296871 2.89343
0.129375 0.870813 0.302004 2.88379
0.130625 0.868738 0.307139 2.87417
0.131875 0.866667 0.312276 2.86458
0.133125 0.864599 0.317413 2.85502
0.134375 0.862535 0.322552 2.84548
0.135625 0.860474 0.327692 2.83596
0.136875 0.858416 0.332833 2.82648
0.138125 0.856362 0.337976 2.81701
0.139375 0.854311 0.343119 2.80757
0.140625 0.852264 0.348264 2.79816
0.141875 0.850221 0.35341 2.78877
0.143125 0.848181 0.358557 2.77941
0.144375 0.846144 0.363704 2.77007
0.145625 0.844111 0.368853 2.76075
0.146875 0.842082 0.374003 2.75147
0.148125 0.840056 0.379153 2.7422
0.149375 0.838033 0.384305 2.73296
0.150625 0.836014 0.389457 2.72375
0.151875 0.833999 0.394611 2.71456
0.153125 0.831987 0.399765 2.7054
0.154375 0.829979 0.404919 2.69626
0.155625 0.827975 0.410075 2.68715
0.156875 0.825974 0.415231 2.67806
0.158125 0.823976 0.420389 2.669
0.159375 0.821983 0.425546 2.65997
0.160625 0.819992 0.430705 2.65095
0.161875 0.818006 0.435864 2.64197
0.163125 0.816023 0.441024 2.633
0.164375 0.814043 0.446185 2.62407
0.165625 0.812067 0.451346 2.61515
0.166875 0.810095 0.456508 2.60627
0.168125 0.808127 0.46167 2.5974
0.169375 0.806161 0.466834 2.58857
0.170625 0.8042 0.471997 2.57975
0.171875 0.802242 0.477162 2.57096
0.173125 0.800288 0.482327 2.5622
0.174375 0.798337 0.487492 2.55346
0.175625 0.79639 0.492658 2.54475
0.176875 0.794447 0.497824 2.53606
0.178125 0.792507 0.502992 2.52739
0.179375 0.790571 0.508159 2.51875
0.180625 0.788638 0.513327 2.51013
0.181875 0.786709 0.518496 2.50154
0.183125 0.784783 0.523665 2.49298
0.184375 0.782861 0.528834 2.48443
0.185625 0.780943 0.534004 2.47591
0.186875 0.779028 0.539175 2.46742
0.188125 0.777117 0.544346 2.45895
0.189375 0.77521 0.549517 2.4505
0.190625 0.773306 0.554689 2.44208
0.191875 0.771406 0.559861 2.43368
0.193125 0.769509 0.565034 2.42531
0.194375 0.767616 0.570207 2.41696
0.195625 0.765726 0.57538 2.40864
0.196875 0.76384 0.580554 2.40033
0.198125 0.761958 0.585728 2.39206
0.199375 0.760079 0.590903 2.3838
0.200625 0.758203 0.596078 2.37557
0.201875 0.756332 0.601253 2.36737
0.203125 0.754464 0.606429 2.35918
0.204375 0.752599 0.611605 2.35103
0.205625 0.750738 0.616781 2.34289
0.206875 0.74888 0.621958 2.33478
0.208125 0.747027 0.627135 2.32669
0.209375 0.745176 0.632313 2.31863
0.210625 0.743329 0.63749 2.31059
0.211875 0.741486 0.642668 2.30257
0.213125 0.739646 0.647847 2.29457
0.214375 0.73781 0.653026 2.2866
0.215625 0.735978 0.658205 2.27866
0.216875 0.734149 0.663384 2.27073
0.218125 0.732323 0.668563 2.26283
0.219375 0.730501 0.673743 2.25495
0.220625 0.728682 0.678924 2.2471
0.221875 0.726868 0.684104 2.23927
0.223125 0.725056 0.689285 2.23146
0.224375 0.723248 0.694466 2.22367
0.225625 0.721444 0.699647 2.21591
0.226875 0.719643 0.704829 2.20817
0.228125 0.717845 0.710011 2.20045
0.229375 0.716051 0.715193 2.19276
0.230625 0.714261 0.720375 2.18508
0.231875 0.712474 0.725558 2.17743
0.233125 0.710691 0.730741 2.16981
0.234375 0.708911 0.735924 2.1622
0.235625 0.707134 0.741107 2.15462
0.236875 0.705361 0.746291 2.14706
0.238125 0.703592 0.751474 2.13953
0.239375 0.701826 0.756658 2.13201
0.240625 0.700063 0.761843 2.12452
0.241875 0.698304 0.767027 2.11705
0.243125 0.696549 0.772212 2.1096
0.244375 0.694797 0.777397 2.10218
0.245625 0.693048 0.782582 2.09477
0.246875 0.691303 0.787767 2.08739
0.248125 0.689561 0.792953 2.08003
0.249375 0.687823 0.798139 2.07269
0.250625 0.686088 0.803325 2.06538
0.251875 0.684356 0.808511 2.05809
0.253125 0.682628 0.813697 2.05081
0.254375 0.680904 0.818884 2.04356
0.255625 0.679182 0.824071 2.03634
0.256875 0.677465 0.829258 2.02913
0.258125 0.67575 0.834445 2.02194
0.259375 0.674039 0.839632 2.01478
0.260625 0.672332 0.84482 2.00764
0.261875 0.670628 0.850007 2.00052
0.263125 0.668927 0.855195 1.99342
0.264375 0.66723 0.860383 1.98634
0.265625 0.665536 0.865571 1.97928
0.266875 0.663845 0.87076 1.97225
0.268125 0.662158 0.875948 1.96524
0.269375 0.660474 0.881137 1.95824
0.270625 0.658794 0.886326 1.95127
0.271875 0.657117 0.891515 1.94432
0.273125 0.655443 0.896704 1.93739
0.274375 0.653773 0.901894 1.93048
0.275625 0.652106 0.907083 1.92359
0.276875 0.650442 0.912273 1.91673
0.278125 0.648782 0.917463 1.90988
0.279375 0.647125 0.922653 1.90306
0.280625 0.645471 0.927843 1.89625
0.281875 0.643821 0.933033 1.88947
0.283125 0.642174 0.938223 1.88271
0.284375 0.640531 0.943414 1.87596
0.285625 0.63889 0.948604 1.86924
0.286875 0.637253 0.953795 1.86254
0.288125 0.63562 0.958986 1.85586
0.289375 0.63399 0.964177 1.8492
0.290625 0.632363 0.969368 1.84256
0.291875 0.630739 0.974559 1.83594
0.293125 0.629118 0.979751 1.82934
0.294375 0.627501 0.984942 1.82276
0.295625 0.625888 0.990134 1.8162
0.296875 0.624277 0.995325 1.80966
0.298125 0.62267 1.00052 1.80314
0.299375 0.621066 1.00571 1.79664
0.300625 0.619465 1.0109 1.79016
0.301875 0.617868 1.01609 1.7837
0.303125 0.616274 1.02129 1.77726
0.304375 0.614683 1.02648 1.77084
0.305625 0.613095 1.03167 1.76444
0.306875 0.611511 1.03686 1.75806
0.308125 0.60993 1.04206 1.7517
0.309375 0.608352 1.04725 1.74536
0.310625 0.606777 1.05244 1.73904
0.311875 0.605206 1.05763 1.73274
0.313125 0.603638 1.06283 1.72645
0.314375 0.602073 1.06802 1.72019
0.315625 0.600511 1.07321 1.71395
0.316875 0.598952 1.07841 1.70772
0.318125 0.597397 1.0836 1.70152
0.319375 0.595845 1.08879 1.69533
0.320625 0.594296 1.09399 1.68917
0.321875 0.59275 1.09918 1.68302
0.323125 0.591208 1.10438 1.67689
0.324375 0.589668 1.10957 1.67078
0.325625 0.588132 1.11476 1.66469
0.326875 0.586599 1.11996 1.65862
0.328125 0.58507 1.12515 1.65257
0.329375 0.583543 1.13034 1.64653
0.330625 0.58202 1.13554 1.64052
0.331875 0.580499 1.14073 1.63452
0.333125 0.578982 1.14593 1.62855
0.334375 0.577468 1.15112 1.62259
0.335625 0.575958 1.15632 1.61665
0.336875 0.57445 1.16151 1.61073
0.338125 0.572945 1.16671 1.60482
0.339375 0.571444 1.1719 1.59894
0.340625 0.569946 1.17709 1.59307
0.341875 0.568451 1.18229 1.58722
0.343125 0.566959 1.18748 1.5814
0.344375 0.56547 1.19268 1.57558
0.345625 0.563984 1.19787 1.56979
0.346875 0.562501 1.20307 1.56402
0.348125 0.561022 1.20826 1.55826
0.349375 0.559545 1.21346 1.55252
0.350625 0.558072 1.21865 1.5468
0.351875 0.556602 1.22385 1.5411
0.353125 0.555135 1.22904 1.53542
0.354375 0.553671 1.23424 1.52975
0.355625 0.55221 1.23943 1.5241
0.356875 0.550752 1.24463 1.51847
0.358125 0.549297 1.24982 1.51286
0.359375 0.547845 1.25502 1.50727
0.360625 0.546397 1.26021 1.50169
0.361875 0.544951 1.26541 1.49613
