x den vel pres
0.005 0.932581 0.163256 3.629
0.015 0.927016 0.177112 3.5989
0.025 0.919522 0.195857 3.55852
0.035 0.911196 0.216816 3.51382
0.045 0.902379 0.239172 3.46668
0.055 0.893187 0.262651 3.41775
0.065 0.883678 0.287137 3.36734
0.075 0.873886 0.31256 3.31569
0.085 0.863843 0.338861 3.26296
0.095 0.853578 0.365987 3.20933
0.105 0.843118 0.393885 3.15497
0.115 0.83249 0.422507 3.10001
0.125 0.821717 0.451805 3.04461
0.135 0.810824 0.481732 2.9889
0.145 0.799833 0.512244 2.933
0.155 0.788763 0.543301 2.87702
0.165 0.777636 0.574863 2.82107
0.175 0.766468 0.606893 2.76526
0.185 0.755276 0.639355 2.70965
0.195 0.744075 0.672218 2.65435
0.205 0.73288 0.705449 2.59941
0.215 0.721704 0.739019 2.5449
0.225 0.710558 0.772901 2.49089
0.235 0.699455 0.807068 2.43743
0.245 0.688403 0.841496 2.38455
0.255 0.677413 0.876159 2.33232
0.265 0.666493 0.911037 2.28076
0.275 0.655652 0.946105 2.22991
0.285 0.644896 0.981345 2.1798
0.295 0.634233 1.01673 2.13045
0.305 0.623669 1.05225 2.0819
0.315 0.613211 1.08788 2.03415
0.325 0.602864 1.12359 1.98724
0.335 0.592633 1.15938 1.94118
0.345 0.582524 1.19521 1.89598
0.355 0.572542 1.23107 1.85166
0.365 0.562691 1.26694 1.80823
0.375 0.552977 1.30279 1.7657
0.385 0.543404 1.3386 1.72409
0.395 0.533977 1.37434 1.6834
0.405 0.524701 1.40999 1.64365
0.415 0.51558 1.44552 1.60484
0.425 0.506621 1.4809 1.56699
0.435 0.497827 1.5161 1.5301
0.445 0.489204 1.55108 1.49419
0.455 0.480759 1.58581 1.45927
0.465 0.472498 1.62023 1.42535
0.475 0.464426 1.65431 1.39245
0.485 0.456551 1.688 1.36058
0.495 0.44888 1.72125 1.32976
0.505 0.441421 1.75398 1.3
0.515 0.434181 1.78615 1.27132
0.525 0.427171 1.81769 1.24375
0.535 0.420398 1.84852 1.21731
0.545 0.413872 1.87856 1.19201
0.555 0.407603 1.90774 1.16789
0.565 0.4016 1.93597 1.14496
0.575 0.395872 1.96316 1.12326
0.585 0.39043 1.98923 1.10279
0.595 0.385282 2.01408 1.08358
0.605 0.380435 2.03764 1.06566
0.615 0.375896 2.05982 1.04902
0.625 0.37167 2.08055 1.03368
0.635 0.367758 2.09977 1.01965
0.645 0.364162 2.11744 1.0069
0.655 0.360878 2.13352 0.995425
0.665 0.357901 2.14801 0.985194
0.675 0.355223 2.16091 0.976167
0.685 0.352831 2.17227 0.968291
0.695 0.350711 2.18213 0.961504
0.705 0.348848 2.19057 0.955734
0.715 0.347224 2.19769 0.950898
0.725 0.345822 2.2036 0.94691
0.735 0.344625 2.20842 0.943679
0.745 0.34362 2.21227 0.941112
0.755 0.342795 2.21529 0.939117
0.765 0.342146 2.21758 0.937608
0.775 0.341671 2.21928 0.936503
0.785 0.341378 2.22049 0.935727
0.795 0.341279 2.22131 0.935214
0.805 0.341395 2.22183 0.934908
0.815 0.341752 2.22211 0.934759
0.825 0.342384 2.22221 0.934728
0.835 0.343326 2.22219 0.934782
0.845 0.344618 2.22208 0.934896
0.855 0.346299 2.22191 0.935051
0.865 0.348406 2.2217 0.93523
0.875 0.35097 2.22148 0.935424
0.885 0.354016 2.22125 0.935625
0.895 0.357557 2.22102 0.935825
0.905 0.361594 2.2208 0.936022
0.915 0.366114 2.22059 0.93621
0.925 0.371087 2.2204 0.936387
0.935 0.376468 2.22024 0.936548
0.945 0.382195 2.22011 0.936689
0.955 0.388192 2.22 0.936807
0.965 0.39435 2.21991 0.936896
0.975 0.400503 2.21983 0.936949
0.985 0.406288 2.21974 0.936948
0.995 0.410708 2.21959 0.936871
