x den vel pres
0.01 0.884188 0.301767 3.79385
0.03 0.873281 0.331622 3.72942
0.05 0.85836 0.372847 3.64195
0.07 0.841739 0.419375 3.54533
0.09 0.824219 0.469154 3.44438
0.11 0.806119 0.521407 3.34108
0.13 0.787607 0.575762 3.23644
0.15 0.768796 0.631978 3.1312
0.17 0.749781 0.689856 3.02592
0.19 0.730645 0.749222 2.92111
0.21 0.711463 0.80991 2.81721
0.23 0.692303 0.871763 2.7146
0.25 0.673228 0.934634 2.61362
0.27 0.654294 0.998377 2.51457
0.29 0.635552 1.06285 2.41769
0.31 0.617048 1.12793 2.3232
0.33 0.598827 1.19346 2.2313
0.35 0.580928 1.25931 2.14215
0.37 0.563389 1.32533 2.05588
0.39 0.546245 1.39137 1.97262
0.41 0.529533 1.45727 1.89249
0.43 0.513285 1.52284 1.81558
0.45 0.497536 1.58791 1.74199
0.47 0.482321 1.65225 1.6718
0.49 0.467675 1.71563 1.6051
0.51 0.453634 1.77779 1.54197
0.53 0.440236 1.83843 1.48251
0.55 0.42752 1.89725 1.42678
0.57 0.415525 1.9539 1.37488
0.59 0.404291 2.00802 1.32688
0.61 0.393857 2.05923 1.28285
0.63 0.38426 2.10717 1.24284
0.65 0.375535 2.15146 1.20688
0.67 0.367712 2.19179 1.17497
0.69 0.360817 2.22791 1.14706
0.71 0.354871 2.25966 1.12304
0.73 0.349891 2.28699 1.10274
0.75 0.345894 2.30996 1.08595
0.77 0.342897 2.32879 1.07238
0.79 0.340924 2.34379 1.06168
0.81 0.340007 2.35538 1.05349
0.83 0.340187 2.36402 1.04741
0.85 0.341511 2.37023 1.04304
0.87 0.344024 2.3745 1.04003
0.89 0.347758 2.37729 1.03804
0.91 0.35271 2.37898 1.03676
0.93 0.35881 2.37989 1.03595
0.95 0.365829 2.38018 1.03536
0.97 0.373138 2.37983 1.03471
0.99 0.379007 2.37861 1.03364
