x den vel pres
0.005 0.88942 0.304663 4.24685
0.015 0.883505 0.321746 4.20765
0.025 0.875478 0.345054 4.15467
0.035 0.866625 0.370944 4.09647
0.045 0.857385 0.398182 4.03601
0.055 0.847917 0.426331 3.97432
0.065 0.838284 0.45522 3.91185
0.075 0.82852 0.484763 3.84884
0.085 0.818649 0.514907 3.78545
0.095 0.808689 0.545608 3.72181
0.105 0.798658 0.576828 3.65804
0.115 0.78857 0.608533 3.59423
0.125 0.77844 0.640688 3.5305
0.135 0.768281 0.673263 3.46693
0.145 0.758105 0.706228 3.4036
0.155 0.747924 0.739555 3.34058
0.165 0.737749 0.77322 3.27795
0.175 0.727589 0.807195 3.21577
0.185 0.717453 0.84146 3.15408
0.195 0.70735 0.875991 3.09295
0.205 0.697288 0.910768 3.03241
0.215 0.687273 0.945771 2.97251
0.225 0.677311 0.980982 2.91329
0.235 0.667411 1.01638 2.85477
0.245 0.657576 1.05195 2.79699
0.255 0.647812 1.08768 2.73998
0.265 0.638125 1.12354 2.68375
0.275 0.628517 1.15953 2.62833
0.285 0.618995 1.19563 2.57374
0.295 0.609562 1.23182 2.52
0.305 0.600222 1.26808 2.46711
0.315 0.590978 1.30441 2.41509
0.325 0.581833 1.34078 2.36396
0.335 0.572792 1.37718 2.31373
0.345 0.563858 1.4136 2.2644
0.355 0.555033 1.45001 2.21599
0.365 0.54632 1.4864 2.16849
0.375 0.537724 1.52276 2.12193
0.385 0.529246 1.55905 2.07631
0.395 0.520891 1.59527 2.03163
0.405 0.512661 1.63139 1.98791
0.415 0.50456 1.66738 1.94515
0.425 0.496591 1.70323 1.90336
0.435 0.488758 1.7389 1.86255
0.445 0.481065 1.77437 1.82272
0.455 0.473516 1.80961 1.78389
0.465 0.466116 1.84457 1.74607
0.475 0.458868 1.87923 1.70927
0.485 0.451778 1.91354 1.67351
0.495 0.444851 1.94746 1.63879
0.505 0.438092 1.98095 1.60513
0.515 0.431509 2.01395 1.57256
0.525 0.425106 2.04641 1.54108
0.535 0.418891 2.07827 1.51072
0.545 0.41287 2.10947 1.48151
0.555 0.407051 2.13993 1.45345
0.565 0.401441 2.1696 1.42658
0.575 0.396049 2.1984 1.40092
0.585 0.39088 2.22624 1.37649
0.595 0.385944 2.25307 1.35331
0.605 0.381247 2.27879 1.33141
0.615 0.376796 2.30333 1.31082
0.625 0.372597 2.32662 1.29153
0.635 0.368654 2.34858 1.27358
0.645 0.364972 2.36917 1.25695
0.655 0.361552 2.38832 1.24167
0.665 0.358395 2.406 1.22771
0.675 0.355498 2.42218 1.21506
0.685 0.352857 2.43685 1.20369
0.695 0.350467 2.45002 1.19358
0.705 0.348317 2.46172 1.18466
0.715 0.346397 2.47199 1.17689
0.725 0.344695 2.4809 1.1702
0.735 0.343197 2.48852 1.1645
0.745 0.341888 2.49495 1.15972
0.755 0.340754 2.50029 1.15578
0.765 0.339782 2.50465 1.15257
0.775 0.33896 2.50814 1.15002
0.785 0.33828 2.51088 1.14803
0.795 0.337737 2.51298 1.14651
0.805 0.337332 2.51454 1.14541
0.815 0.33707 2.51565 1.14463
0.825 0.336962 2.5164 1.14411
0.835 0.337026 2.51686 1.14381
0.845 0.337286 2.5171 1.14367
0.855 0.337772 2.51718 1.14366
0.865 0.338518 2.51713 1.14374
0.875 0.339565 2.51699 1.14388
0.885 0.340954 2.5168 1.14407
0.895 0.342731 2.51657 1.14428
0.905 0.344937 2.51633 1.14451
0.915 0.347614 2.51608 1.14475
0.925 0.350795 2.51583 1.14498
0.935 0.354506 2.5156 1.1452
0.945 0.358761 2.5154 1.14541
0.955 0.363555 2.51522 1.1456
0.965 0.368847 2.51508 1.14576
0.975 0.374507 2.51497 1.14591
0.985 0.380163 2.51491 1.14602
0.995 0.384696 2.51489 1.14609
